Thermal_Conductivity_40C,Thermal_Conductivity_100C,Density_40C,Density_100C,Heat_Capacity_40C,Heat_Capacity_100C,Viscosity_40C,Viscosity_100C,SELFIES
0.142,0.132,0.843,0.798,5.648974238,5.805134969,0.570979547,-0.328504067,[C][C][C][C][C][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.142,0.132,0.842,0.798,5.513428746,5.805134969,0.524728529,-0.301105093,[C][C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.122,0.115,0.88,0.84,5.627621114,5.805134969,1.426091831,0.250914348,[C][Branch1][C][C][C][C][Branch1][#Branch1][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.123,0.116,0.881,0.838,5.627621114,5.80814249,1.935859813,0.371563556,[C][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.122,0.115,0.864,0.824,5.627621114,5.80814249,1.382045347,0.211880359,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C]
0.122,0.115,0.856,0.812,5.648974238,5.811140993,0.65987991,-0.249076933,[C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.13,0.122,0.854,0.813,5.634789603,5.811140993,1.16315081,0.165514438,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][C][Ring1][Branch1]
0.097,0.092,0.923,0.878,5.723585102,5.877735782,1.728162727,0.275356423,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][C][Branch1][C][C][Branch1][C][C][C]
0.13,0.121,0.81,0.767,5.736572297,5.897153868,0.867100488,-0.127833372,[C][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.094,0.087,0.844,0.797,5.746203191,5.908082938,1.280933845,0.262364264,[C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C]
0.135,0.126,0.8,0.758,5.752572639,5.913503006,0.806475866,-0.127833372,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.113,0.106,0.794,0.75,5.780743516,5.924255797,0.182321557,-0.597837001,[C][C][=Branch1][C][=C][C][C][C][C][C][C][C][C][C][Branch1][C][C][=C]
0.141,0.131,0.758,0.715,5.783825182,5.932245187,0.343589704,-0.446287103,[C][C][C][C][C][C][C][C][C][C][C][C][C][=C]
0.134,0.125,0.87,0.824,5.793013608,5.937536205,0.683096845,-0.174353387,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][Branch1]
0.144,0.134,0.76,0.719,5.799092654,5.942799375,0.405465108,-0.430782916,[C][C][C][C][C][C][C][=C][C][C][C][C][C][C]
0.186,0.182,1.112,1.065,5.840641657,5.942799375,3.314186005,1.568615918,[C][Branch1][#C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][O]
0.128,0.12,0.76,0.72,5.802118375,5.945420609,-0.287682072,-1.171182982,[C][C][=Branch1][#Branch1][=C][C][C][C][C][C][C][C][C][C][C][C]
0.077,0.072,0.787,0.744,5.805134969,5.96100534,0.722705983,-0.210721031,[C][C][=Branch1][P][=C][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]
0.2,0.189,1.16,1.112,5.828945618,5.96100534,3.095577609,1.430311247,[C][Branch2][Ring1][Ring1][C][=Branch1][#Branch1][=C][C][=C][C][=Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][O][C][C][=Branch1][C][=O][O][C][C][O][C]
0.138,0.124,0.748,0.708,5.82008293,5.96870756,0.470003629,-0.371063681,[C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.133,0.124,0.747,0.705,5.82008293,5.97126184,0.418710335,-0.400477567,[C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.134,0.124,0.749,0.707,5.834810737,5.978885765,0.39877612,-0.46203546,[C][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][C][C]
0.127,0.118,0.755,0.713,5.831882477,5.981414211,0.019802627,-0.84397007,[C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][C]
0.125,0.116,0.763,0.72,5.831882477,5.981414211,0.28911854,-0.5642264,[C][C][C][Branch1][Ring1][C][C][C][C][C][C][C][Branch1][Ring1][C][C][C][C]
0.08,0.074,0.787,0.746,5.837730447,5.996452089,1.088561953,0.058268908,[C][C][Branch1][P][C][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]
0.169,0.158,0.945,0.898,5.899897354,6.040254711,1.824549292,0.693147181,[C][Branch1][=N][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C]
0.157,0.147,0.934,0.882,5.897153868,6.045005314,1.291983682,0.262364264,[C][Branch1][S][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C]
0.157,0.147,0.934,0.882,5.897153868,6.045005314,1.291983682,0.254642218,[C][Branch1][S][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C]
0.157,0.147,0.942,0.894,5.897153868,6.045005314,2.174751721,0.875468737,[C][Branch1][#C][C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C]
0.219,0.199,0.939,0.896,6.011267174,6.12905021,2.564949357,1.360976553,[C][Branch1][Branch2][C][C][C][C][C][C][C][O][C][C][O][C][C][O][C][C][O]
0.239,0.225,1.159,1.106,6.08221891,6.190315406,2.890371758,1.648658626,[C][C][Branch2][Ring1][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C]
0.265,0.239,1.017,0.972,6.086774727,6.192362489,3.044522438,1.791759469,[C][Branch1][Ring2][C][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O]
0.117,0.11,0.924,0.882,,,1.404831482,0.152068514,[C][C][Branch1][C][C][C][C][=C][C][=C][C][C][C][C][C][C][Ring1][#Branch2][=Ring1][=Branch1]
,,,,,,,,[C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][Ring1][Branch1]
,,,,,,,,[C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.14,0.132,0.974,0.931,5.525452939,5.549076085,1.477733421,0.032864014,[C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1]
0.162,0.153,0.972,0.928,5.521460918,5.686975356,1.258074551,0.187640718,[C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.152,0.144,0.963,0.916,5.521460918,5.690359454,1.420695788,0.246860078,[C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.147,0.139,0.965,0.923,5.529429088,5.690359454,0.872631383,-0.012467396,[C][C][C][=C][C][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N]
0.205,0.194,0.967,0.924,5.529429088,5.690359454,1.486139696,0.277631737,[C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.146,0.138,0.966,0.924,5.529429088,5.690359454,0.954949749,0.034285478,[C][C][C][=C][C][=C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N]
0.152,0.143,0.976,0.933,5.521460918,5.690359454,1.284040127,0.129500781,[C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.146,0.137,0.979,0.936,5.529429088,5.690359454,1.205488655,0.132711056,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.199,0.187,0.969,0.925,5.525452939,5.693732139,1.749199855,0.371563556,[C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.132,0.124,0.967,0.925,5.533389489,5.693732139,0.78845736,-0.116533816,[C][=Branch2][Ring1][=Branch1][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C]
0.14,0.132,0.974,0.931,5.525452939,5.693732139,1.686398954,0.530628251,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.133,0.125,0.979,0.936,5.533389489,5.693732139,1.549473448,0.365642614,[C][C][=C][C][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N][C]
0.142,0.134,0.985,0.942,5.525452939,5.693732139,1.502208986,0.2838397,[C][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.172,0.164,1.07,1.029,5.552959585,5.703782475,1.871802177,0.832909123,[C][Branch1][C][C][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C]
0.161,0.152,1.079,1.038,5.556828062,5.707110265,1.887069649,0.916290732,[C][C][C][=C][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Ring1][=C][C]
0.203,0.192,0.953,0.913,5.579729826,5.743003188,1.597365331,0.392042088,[C][C][C][C][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
0.119,0.112,0.937,0.896,5.631211782,5.796057751,1.961759595,0.432509425,[C][C][=C][C][=C][Branch1][C][C][C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][=C]
0.131,0.124,0.914,0.874,5.641907071,5.805134969,1.364028302,0.187408596,[C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
0.123,0.116,0.881,0.836,5.624017506,5.814130532,1.050821625,0.182321557,[C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][C][C][C][C][Ring1][Branch1]
0.123,0.116,0.896,0.857,5.624017506,5.814130532,1.08180517,0.198850859,[C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][C][C][C][C][Ring1][Branch1]
0.197,0.183,1.058,0.998,5.736572297,5.840641657,1.029619417,0.231111721,[C][Branch1][C][C][O][C][C][O][C][C][O][C][C][O][C][C]
0.15,0.141,0.844,0.801,5.703782475,5.863631176,0.782055091,-0.173104168,[C][C][C][C][C][C][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.137,0.128,0.844,0.804,5.733341277,5.886104031,0.700122794,-0.162518929,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][C][C][C][C][C]
0.119,0.112,0.859,0.818,5.739792912,5.886104031,1.521698998,-0.010050336,[C][C][C][C][C][C][C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2]
0.119,0.112,0.859,0.818,5.739792912,5.886104031,0.916290732,0.223143551,[C][C][=C][Branch1][S][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][C][C][C][C][C]
0.13,0.123,0.859,0.819,5.710427017,5.886104031,1.70118174,0.463016778,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.115,0.109,0.87,0.831,5.710427017,5.888877958,1.72015605,0.435451004,[C][C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.124,0.117,0.877,0.838,5.713732806,5.888877958,1.690069985,0.34799135,[C][Branch1][Ring1][C][C][C][C][Branch1][#Branch1][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.123,0.116,0.883,0.845,5.710427017,5.888877958,1.731867912,0.424908194,[C][C][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.124,0.117,0.889,0.848,5.713732806,5.888877958,1.435084525,0.336472237,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][Branch1][=Branch1][C][C][C][Ring1][=Branch1][C][C]
0.118,0.111,0.884,0.841,5.710427017,5.891644212,1.75157616,0.46341321,[C][Branch1][C][C][Branch1][C][C][C][C][Branch1][#Branch1][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.112,0.106,0.895,0.856,5.713732806,5.891644212,2.166335724,0.711615585,[C][C][Branch1][C][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.164,0.154,0.881,0.837,5.780743516,5.92157842,1.266947603,0.113328685,[C][C][C][C][C][C][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.133,0.125,0.812,0.771,5.814130532,5.97126184,0.78845736,0.019802627,[C][Branch1][Ring2][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][Ring1][=Branch1][C][C][C][C][C]
0.114,0.106,0.838,0.794,5.811140993,5.976350909,1.547562509,0.530628251,[C][C][Branch1][Ring1][C][C][C][C][Branch1][Ring1][C][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C]
0.136,0.128,0.805,0.766,5.85220248,6.001414878,0.985816795,0,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.143,0.126,0.762,0.72,5.85220248,6.003887067,0.530628251,-0.301105093,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C]
0.147,0.137,0.763,0.724,5.869296913,6.013715156,0.587786665,-0.274436846,[C][C][C][C][C][C][C][=C][C][C][C][C][C][C][C]
0.136,0.127,0.798,0.756,5.869296913,6.013715156,0.862889955,-0.040821995,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][Branch1]
0.135,0.126,0.761,0.721,5.874930731,6.021023349,0.470003629,-0.356674944,[C][C][Branch1][Ring1][C][=C][C][C][C][C][C][C][C][C][C][C][C]
0.143,0.131,0.755,0.713,5.886104031,6.035481433,0.667829373,-0.242071561,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.132,0.123,0.753,0.714,5.886104031,6.040254711,0.587786665,-0.261364764,[C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.134,0.125,0.763,0.724,5.902633333,6.047372179,0.579653682,-0.293405084,[C][C][C][C][C][C][C][C][C][C][C][Branch1][Ring1][C][C][C][C]
0.127,0.118,0.769,0.728,5.902633333,6.049733455,0.415369233,-0.126833871,[C][C][C][Branch1][Ring1][C][C][C][C][C][C][C][C][Branch1][Ring1][C][C][C][C]
0.171,0.161,0.818,0.78,5.918893854,6.056784013,0.841567186,0.09531018,[C][C][Branch1][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][=O]
0.16,0.149,0.852,0.807,5.934894196,6.075346031,1.075302719,0.078238003,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C]
0.126,0.116,0.899,0.853,5.948034989,6.098074282,3.850147602,1.85629799,[C][C][Branch1][C][C][C][C][C][C][Branch1][#Branch2][C][C][C][C][Branch1][Ring1][C][C][C][Branch1][C][O][C]
0.159,0.149,0.93,0.882,5.963579344,6.109247583,2.397895273,1.064710737,[C][Branch1][S][C][C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C]
0.181,0.169,1.017,0.969,5.991464547,6.135564891,1.702928256,0.482426149,[C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][#Branch2][C][O][C][=Branch1][C][=O][C][C][C][O][C][=Branch1][C][=O][C][C][C]
0.276,0.248,1.006,0.962,6.139884552,6.248042875,3.295836866,2.00148,[C][Branch1][Branch1][C][C][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O]
0.276,0.248,1.006,0.962,6.139884552,6.248042875,3.295836866,2.00148,[C][Branch2][Ring1][Ring2][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][C][C][C][O]
,,0.95,0.904,,,1.286474026,0.148420005,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][C][C][C][C][Ring1][Branch1][=C][Ring1][=Branch2]
,,,,,,,,[C][C][Branch1][C][C][C][=C][C][=C][Branch1][C][C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][C][C][C][C][Ring1][Branch1]
,,,,,,,,[C][C][C@@H1][C][C][C@@H1][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][C][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][C][Branch1][C][C][C][Ring1][Branch2]
,,,,,,,,[C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C]
,,,,,,,,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][O][C][=Branch1][C][=O][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][C][C][C]
,,,,,,,,[C][C][C][C][O][C][=Branch1][C][=O][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O][C][C][C][C]
0.2,0.19,1.009,0.97,5.549076085,5.726847748,2.833213344,1.589235205,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2]
0.2,0.191,1.028,0.989,5.549076085,5.726847748,2.772588722,1.547562509,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
0.15,0.142,0.981,0.941,5.575949103,5.739792912,1.960094784,0.832909123,[C][=Branch1][Branch2][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][Ring2][=C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.152,0.144,0.953,0.902,5.613128106,5.780743516,1.565289558,0.240448945,[C][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.208,0.196,0.954,0.912,5.620400866,5.780743516,1.578978705,0.343589704,[C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.152,0.143,0.962,0.921,5.613128106,5.780743516,1.431435017,0.225189457,[C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.153,0.145,0.994,0.949,5.613128106,5.780743516,2.397895273,1.098612289,[C][=Branch1][Branch2][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C]
0.153,0.145,0.994,0.949,5.613128106,5.780743516,1.684077743,0.34642964,[C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.153,0.145,,,5.613128106,5.780743516,,,[C][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.201,0.19,0.95,0.907,5.616771098,5.783825182,1.740466175,0.280823607,[C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.141,0.133,0.957,0.914,5.616771098,5.783825182,1.526056303,0.457424847,[C][=Branch1][Branch2][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.199,0.188,0.958,0.916,5.616771098,5.783825182,1.912952979,0.363336705,[C][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.149,0.14,0.962,0.92,5.613128106,5.783825182,2.397895273,1.064710737,[C][=Branch1][Branch2][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.139,0.132,0.963,0.922,5.616771098,5.783825182,1.521698998,0.207014169,[C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.139,0.132,0.963,0.922,5.616771098,5.783825182,1.740466175,0.587786665,[C][Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.14,0.133,0.973,0.933,5.616771098,5.783825182,1.100799894,0.137664091,[C][C][Branch1][C][C][C][=C][C][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N]
0.143,0.135,0.981,0.939,5.616771098,5.783825182,1.995720201,0.508039747,[C][C][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.126,0.119,0.972,0.931,5.624017506,5.786897381,1.458615023,0.570979547,[C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C]
0.128,0.121,0.966,0.919,5.613128106,5.796057751,2.833213344,1.504077397,[C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][Ring1][Branch1]
0.128,0.121,0.966,0.926,5.613128106,5.796057751,2.798621899,1.427196352,[C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][Ring1][Branch1]
0.136,0.129,0.971,0.931,5.609471795,5.796057751,2.186051277,1.029619417,[C][=Branch1][Branch2][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][Ring1][#Branch2]
0.145,0.138,1.038,0.998,5.648974238,5.799092654,1.62924054,0.587786665,[C][C][=C][Branch1][=N][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=O]
0.208,0.197,0.934,0.893,5.655991811,5.814130532,1.45395301,0.285178942,[C][C][C][C][C][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
0.124,0.116,0.93,0.887,5.676753802,5.846438775,1.252762968,0.336472237,[C][C][=Branch1][C][=C][C][C][Branch1][#Branch2][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.124,0.117,0.933,0.893,5.693732139,5.860786223,2.302585093,0.993251773,[C][Branch1][C][C][Branch1][C][C][C][C][=C][C][Branch1][O][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][Branch1][C][C][C]
0.128,0.121,0.9,0.861,5.733341277,5.891644212,1.712716262,0.380967477,[C][Branch1][#Branch1][C][C][C][C][C][C][C][C][=C][C][C][C][C][Ring1][Branch1][=C][C][=Ring1][=Branch2]
0.123,0.116,0.923,0.883,5.707110265,5.897153868,1.722766598,0.476234179,[C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][C][C][C][C][C][Ring1][Branch1]
0.125,0.118,0.9,0.85,5.746203191,5.92157842,1.950044448,0.520577915,[C][C][C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.153,0.144,0.842,0.8,5.777652323,5.937536205,0.90016135,-0.020202707,[C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.136,0.128,0.849,0.81,5.811140993,5.958424693,0.955511445,0.076961041,[C][Branch1][Ring2][C][C][C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C]
0.146,0.136,0.846,0.802,5.805134969,5.96100534,0.904347697,-0.116286656,[C][C][C][C][C][C][C][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.125,0.117,0.852,0.812,5.814130532,5.96100534,0.405465108,-0.342490309,[C][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][C][C][C][C][C][C]
0.132,0.125,0.861,0.824,5.786897381,5.96100534,1.873210416,0.585740128,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.125,0.118,0.872,0.833,5.789960171,5.96100534,1.731754655,0.336072157,[C][C][C][C][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.125,0.118,0.861,0.82,5.786897381,5.963579344,1.807613133,0.479582604,[C][C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][Ring1][=Branch1]
0.125,0.118,0.868,0.831,5.786897381,5.963579344,2.030912843,0.630239329,[C][C][Branch1][O][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.125,0.118,0.88,0.846,5.786897381,5.963579344,2.262804223,0.732367894,[C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.114,0.107,0.901,0.863,5.789960171,5.966146739,2.5094895,0.853291292,[C][C][C][Branch1][C][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
